20190102:1510;0;2,62;3,35;0;0;0;;0;;0,031274066;;
20190102:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190102:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190102:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190102:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190102:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190102:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190102:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190102:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190103:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190103:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190103:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190103:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190103:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190103:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190103:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190103:0710;216060;258,01;5,86;0;0;0;;0,21606;;0,001537836;;
20190103:0810;455430;529,81;13,88;0;0;0;;0,45543;;0,077609742;;
20190103:0910;563230;663,09;20,09;0;0;0;;0,56323;;0,149293561;;
20190103:1010;652350;780,62;23,96;0;0;0;;0,65235;;0,226105243;;
20190103:1110;431460;501,24;25,04;0;0;0;;0,43146;;0,064828926;;
20190103:1210;595660;705,49;23,19;0;0;0;;0,59566;;0,175406214;;
20190103:1310;331820;384,37;18,65;0;0;0;;0,33182;;0,024017328;;
20190103:1410;33550;52,48;11,9;0;0;0;;0,03355;;0,020533385;;
20190103:1510;2340;10,5;3,49;0;0;0;;0,00234;;0,030451908;;
20190103:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190103:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190103:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190103:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190103:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190103:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190103:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190103:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190104:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190104:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190104:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190104:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190104:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190104:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190104:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190104:0710;42370;62,97;5,88;0;0;0;;0,04237;;0,018083458;;
20190104:0810;23970;40,8;13,91;0;0;0;;0,02397;;0,023370689;;
20190104:0910;111590;140,62;20,15;0;0;0;;0,11159;;0,004258182;;
20190104:1010;117540;147,4;24,04;0;0;0;;0,11754;;0,003517053;;
20190104:1110;123160;153,65;25,14;0;0;0;;0,12316;;0,002882052;;
20190104:1210;35420;54,71;23,31;0;0;0;;0,03542;;0,02000096;;
20190104:1310;38550;58,42;18,78;0;0;0;;0,03855;;0,019125438;;
20190104:1410;17320;32,36;12,04;0;0;0;;0,01732;;0,025448146;;
20190104:1510;0;5,25;3,63;0;0;0;;0;;0,031274066;;
20190104:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190104:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190104:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190104:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190104:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190104:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190104:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190104:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190105:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190105:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190105:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190105:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190105:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190105:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190105:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190105:0710;179400;216,84;5,9;0;0;0;;0,1794;;6,5293E-06;;
20190105:0810;362220;418,98;13,95;0;0;0;;0,36222;;0,034363983;;
20190105:0910;525770;615,45;20,21;0;0;0;;0,52577;;0,12174883;;
20190105:1010;261750;305,56;24,13;0;0;0;;0,26175;;0,007208901;;
20190105:1110;31550;50,07;25,25;0;0;0;;0,03155;;0,021110564;;
20190105:1210;113980;143,47;23,44;0;0;0;;0,11398;;0,003951977;;
20190105:1310;82840;108,87;18,92;0;0;0;;0,08284;;0,008836893;;
20190105:1410;56790;79,59;12,18;0;0;0;;0,05679;;0,014413143;;
20190105:1510;7170;18,37;3,78;0;0;0;;0,00717;;0,028789521;;
20190105:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190105:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190105:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190105:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190105:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190105:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190105:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190105:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190106:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190106:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190106:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190106:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190106:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190106:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190106:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190106:0710;52740;75,03;5,92;0;0;0;;0,05274;;0,015401989;;
20190106:0810;97630;124,74;14;0;0;0;;0,09763;;0,006274977;;
20190106:0910;45670;66,76;20,28;0;0;0;;0,04567;;0,017206815;;
20190106:1010;209740;248,14;24,22;0;0;0;;0,20974;;0,001082097;;
20190106:1110;19560;35,23;25,37;0;0;0;;0,01956;;0,024738493;;
20190106:1210;211350;249,86;23,57;0;0;0;;0,21135;;0,001190612;;
20190106:1310;466130;542,55;19,07;0;0;0;;0,46613;;0,083685956;;
20190106:1410;57560;80,47;12,34;0;0;0;;0,05756;;0,014228852;;
20190106:1510;6590;17,49;3,93;0;0;0;;0,00659;;0,02898668;;
20190106:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190106:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190106:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190106:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190106:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190106:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190106:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190106:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190107:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190107:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190107:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190107:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190107:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190107:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190107:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190107:0710;31570;50,14;5,96;0;0;0;;0,03157;;0,021104753;;
20190107:0810;99240;126,55;14,05;0;0;0;;0,09924;;0,006022497;;
20190107:0910;472040;549,23;20,36;0;0;0;;0,47204;;0,087140236;;
20190107:1010;338010;391,69;24,32;0;0;0;;0,33801;;0,025974238;;
20190107:1110;707290;855,66;25,49;0;0;0;;0,70729;;0,281372163;;
20190107:1210;460980;536,49;23,72;0;0;0;;0,46098;;0,08073284;;
20190107:1310;26220;43,58;19,22;0;0;0;;0,02622;;0,022687815;;
20190107:1410;7170;18,37;12,49;0;0;0;;0,00717;;0,028789521;;
20190107:1510;4900;14,87;4,09;0;0;0;;0,0049;;0,029564997;;
20190107:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190107:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190107:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190107:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190107:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190107:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190107:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190107:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190108:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190108:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190108:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190108:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190108:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190108:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190108:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190108:0710;208980;250,22;6;0;0;0;;0,20898;;0,001032674;;
20190108:0810;444870;516,91;14,11;0;0;0;;0,44487;;0,071837535;;
20190108:0910;577330;680,86;20,45;0;0;0;;0,57733;;0,160388435;;
20190108:1010;491020;573,09;24,43;0;0;0;;0,49102;;0,098706088;;
20190108:1110;351710;407,7;25,63;0;0;0;;0,35171;;0,030577856;;
20190108:1210;166940;201,38;23,86;0;0;0;;0,16694;;9,81041E-05;;
20190108:1310;77180;102,59;19,38;0;0;0;;0,07718;;0,009933062;;
20190108:1410;52220;74,35;12,65;0;0;0;;0,05222;;0,015531328;;
20190108:1510;9570;21,87;4,25;0;0;0;;0,00957;;0,027980842;;
20190108:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190108:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190108:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190108:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190108:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190108:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190108:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190108:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190109:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190109:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190109:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190109:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190109:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190109:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190109:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190109:0710;790;7,42;6,04;0;0;0;;0,00079;;0,030995275;;
20190109:0810;98020;125,19;14,18;0;0;0;;0,09802;;0,006213341;;
20190109:0910;146690;178,85;20,54;0;0;0;;0,14669;;0,000909309;;
20190109:1010;176640;211,96;24,55;0;0;0;;0,17664;;4,19226E-08;;
20190109:1110;32320;51;25,77;0;0;0;;0,03232;;0,020887403;;
20190109:1210;155780;189,19;24,02;0;0;0;;0,15578;;0,000443724;;
20190109:1310;27730;45,43;19,54;0;0;0;;0,02773;;0,022235209;;
20190109:1410;13360;27,11;12,82;0;0;0;;0,01336;;0,026727263;;
20190109:1510;0;5,25;4,42;0;0;0;;0;;0,031274066;;
20190109:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190109:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190109:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190109:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190109:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190109:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190109:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190109:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190110:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190110:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190110:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190110:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190110:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190110:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190110:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190110:0710;31970;50,63;6,1;0;0;0;;0,03197;;0,020988693;;
20190110:0810;175100;209,18;14,26;0;0;0;;0,1751;;3,04415E-06;;
20190110:0910;512450;598,98;20,64;0;0;0;;0,51245;;0,112630884;;
20190110:1010;608780;722,75;24,68;0;0;0;;0,60878;;0,18656806;;
20190110:1110;538060;632,16;25,91;0;0;0;;0,53806;;0,130476457;;
20190110:1210;305950;355,28;24,18;0;0;0;;0,30595;;0,016668166;;
20190110:1310;219670;258,68;19,71;0;0;0;;0,21967;;0,001834002;;
20190110:1410;59090;82,22;12,99;0;0;0;;0,05909;;0,013866181;;
20190110:1510;10180;22,74;4,59;0;0;0;;0,01018;;0,027777139;;
20190110:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190110:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190110:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190110:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190110:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190110:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190110:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190110:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190111:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190111:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190111:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190111:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190111:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190111:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190111:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190111:0710;31800;50,42;6,16;0;0;0;;0,0318;;0,02103798;;
20190111:0810;7290;18,54;14,34;0;0;0;;0,00729;;0,028748813;;
20190111:0910;34640;53,78;20,74;0;0;0;;0,03464;;0,020222191;;
20190111:1010;28490;46,36;24,81;0;0;0;;0,02849;;0,022009132;;
20190111:1110;234510;275,76;26,07;0;0;0;;0,23451;;0,003325281;;
20190111:1210;18110;33,38;24,35;0;0;0;;0,01811;;0,025196721;;
20190111:1310;225850;265,47;19,89;0;0;0;;0,22585;;0,002401515;;
20190111:1410;63700;87,47;13,17;0;0;0;;0,0637;;0,012801734;;
20190111:1510;12070;25,37;4,76;0;0;0;;0,01207;;0,027150718;;
20190111:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190111:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190111:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190111:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190111:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190111:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190111:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190111:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190112:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190112:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190112:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190112:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190112:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190112:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190112:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190112:0710;42290;62,9;6,22;0;0;0;;0,04229;;0,018104981;;
20190112:0810;320530;371,07;14,43;0;0;0;;0,32053;;0,020645451;;
20190112:0910;376820;435,88;20,86;0;0;0;;0,37682;;0,039990101;;
20190112:1010;639740;763,67;24,95;0;0;0;;0,63974;;0,214272012;;
20190112:1110;699300;844,68;26,23;0;0;0;;0,6993;;0,272959488;;
20190112:1210;681370;819,25;24,53;0;0;0;;0,68137;;0,254545728;;
20190112:1310;533790;626,26;20,07;0;0;0;;0,53379;;0,127409911;;
20190112:1410;59090;82,22;13,35;0;0;0;;0,05909;;0,013866181;;
20190112:1510;8950;20,99;4,94;0;0;0;;0,00895;;0,028188647;;
20190112:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190112:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190112:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190112:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190112:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190112:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190112:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190112:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190113:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190113:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190113:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190113:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190113:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190113:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190113:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190113:0710;17710;32,88;6,3;0;0;0;;0,01771;;0,025323869;;
20190113:0810;75620;100,61;14,52;0;0;0;;0,07562;;0,01024645;;
20190113:0910;126040;156,43;20,98;0;0;0;;0,12604;;0,002581123;;
20190113:1010;55310;77,89;25,09;0;0;0;;0,05531;;0,014770695;;
20190113:1110;79890;105,7;26,4;0;0;0;;0,07989;;0,009400224;;
20190113:1210;497550;581,22;24,71;0;0;0;;0,49755;;0,102851857;;
20190113:1310;118780;148,49;20,26;0;0;0;;0,11878;;0,003371515;;
20190113:1410;64470;88,34;13,54;0;0;0;;0,06447;;0,012628084;;
20190113:1510;13360;27,11;5,12;0;0;0;;0,01336;;0,026727263;;
20190113:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190113:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190113:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190113:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190113:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190113:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190113:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190113:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190114:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190114:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190114:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190114:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190114:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190114:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190114:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190114:0710;11160;24,11;6,38;0;0;0;;0,01116;;0,027451436;;
20190114:0810;72160;96,72;14,62;0;0;0;;0,07216;;0,010958897;;
20190114:0910;26220;43,58;21,1;0;0;0;;0,02622;;0,022687815;;
20190114:1010;293020;340,69;25,25;0;0;0;;0,29302;;0,013496689;;
20190114:1110;83200;109,41;26,57;0;0;0;;0,0832;;0,008769339;;
20190114:1210;99410;127,43;24,9;0;0;0;;0,09941;;0,005996141;;
20190114:1310;13190;26,89;20,45;0;0;0;;0,01319;;0,026782877;;
20190114:1410;51460;73,47;13,73;0;0;0;;0,05146;;0,015721336;;
20190114:1510;8350;20,12;5,31;0;0;0;;0,00835;;0,028390481;;
20190114:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190114:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190114:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190114:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190114:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190114:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190114:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190114:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190115:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190115:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190115:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190115:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190115:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190115:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190115:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190115:0710;268180;317,99;6,46;0;0;0;;0,26818;;0,008342128;;
20190115:0810;499170;583,47;14,73;0;0;0;;0,49917;;0,103893567;;
20190115:0910;663490;794,42;21,24;0;0;0;;0,66349;;0,236823599;;
20190115:1010;727410;883,73;25,41;0;0;0;;0,72741;;0,303122095;;
20190115:1110;748460;913,87;26,75;0;0;0;;0,74846;;0,326743994;;
20190115:1210;714800;865,56;25,09;0;0;0;;0,7148;;0,289395851;;
20190115:1310;605300;717,76;20,65;0;0;0;;0,6053;;0,183573901;;
20190115:1410;18680;34,11;13,93;0;0;0;;0,01868;;0,025016088;;
20190115:1510;7750;19,24;5,5;0;0;0;;0,00775;;0,028593034;;
20190115:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190115:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190115:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190115:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190115:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190115:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190115:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190115:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190116:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190116:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190116:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190116:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190116:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190116:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190116:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190116:0710;240000;285,62;6,55;0;0;0;;0,24;;0,003988586;;
20190116:0810;410500;475,83;14,85;0;0;0;;0,4105;;0,054594776;;
20190116:0910;619710;736,01;21,38;0;0;0;;0,61971;;0,19612963;;
20190116:1010;709990;859,07;25,57;0;0;0;;0,70999;;0,284243858;;
20190116:1110;731680;889,8;26,94;0;0;0;;0,73168;;0,307842155;;
20190116:1210;691930;833,66;25,29;0;0;0;;0,69193;;0,265312815;;
20190116:1310;586260;692,87;20,85;0;0;0;;0,58626;;0,167620847;;
20190116:1410;24220;41,11;14,13;0;0;0;;0,02422;;0,023294314;;
20190116:1510;10180;22,74;5,7;0;0;0;;0,01018;;0,027777139;;
20190116:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190116:1710;0;0;0;0;0;0;;0;;0,031274066;;
20190116:1810;0;0;0;0;0;0;;0;;0,031274066;;
20190116:1910;0;0;0;0;0;0;;0;;0,031274066;;
20190116:2010;0;0;0;0;0;0;;0;;0,031274066;;
20190116:2110;0;0;0;0;0;0;;0;;0,031274066;;
20190116:2210;0;0;0;0;0;0;;0;;0,031274066;;
20190116:2310;0;0;0;0;0;0;;0;;0,031274066;;
20190117:0010;0;0;0;0;0;0;;0;;0,031274066;;
20190117:0110;0;0;0;0;0;0;;0;;0,031274066;;
20190117:0210;0;0;0;0;0;0;;0;;0,031274066;;
20190117:0310;0;0;0;0;0;0;;0;;0,031274066;;
20190117:0410;0;0;0;0;0;0;;0;;0,031274066;;
20190117:0510;0;0;0;0;0;0;;0;;0,031274066;;
20190117:0610;0;0;0;0;0;0;;0;;0,031274066;;
20190117:0710;261760;310,6;6,65;0;0;0;;0,26176;;0,0072106;;
20190117:0810;486250;567,32;14,97;0;0;0;;0,48625;;0,095731609;;
20190117:0910;642280;765,84;21,53;0;0;0;;0,64228;;0,216629972;;
20190117:1010;705490;852,84;25,75;0;0;0;;0,70549;;0,2794658;;
20190117:1110;733320;892,08;27,14;0;0;0;;0,73332;;0,309664704;;
20190117:1210;689970;831,11;25,5;0;0;0;;0,68997;;0,263297522;;
20190117:1310;550820;647,77;21,06;0;0;0;;0,55082;;0,139857488;;
20190117:1410;30640;48,98;14,33;0;0;0;;0,03064;;0,021375829;;
20190117:1510;15980;30,61;5,89;0;0;0;;0,01598;;0,025877468;;
20190117:1610;0;0;0;0;0;0;;0;;0,031274066;;
20190117:1710;0;0;0;0;0;0;;0;;0,031274066;;
