"Latitude (decimal degrees):	42.115";;;;;;;;;;
"Longitude (decimal degrees):	15.483";;;;;;;;;;
20190103:0510;0;0;0;0;0;0;;0;;0,032134595
20190103:0610;0;0;0;0;0;0;;0;;0,032134595
20190103:0710;197260;239,19;5,86;0;0;0;;0,19726;;0,000323955
20190103:0810;437100;508,6;13,87;0;0;0;;0,4371;;0,066480822
20190103:0910;553550;650,88;20,09;0;0;0;;0,55355;;0,140092069
20190103:1010;651270;779,17;23,95;0;0;0;;0,65127;;0,222792261
20190103:1110;435650;506,18;25,03;0;0;0;;0,43565;;0,065735192
20190103:1210;612170;727;23,18;0;0;0;;0,61217;;0,187409987
20190103:1310;345830;399,97;18,64;0;0;0;;0,34583;;0,027745149
20190103:1410;36020;55,42;11,9;0;0;0;;0,03602;;0,020518055
20190103:1510;2660;11,08;3,49;0;0;0;;0,00266;;0,031188001
20190103:1610;0;0;0;0;0;0;;0;;0,032134595
20190103:1710;0;0;0;0;0;0;;0;;0,032134595
20190103:1810;0;0;0;0;0;0;;0;;0,032134595
20190103:1910;0;0;0;0;0;0;;0;;0,032134595
20190103:2010;0;0;0;0;0;0;;0;;0,032134595
20190103:2110;0;0;0;0;0;0;;0;;0,032134595
20190103:2210;0;0;0;0;0;0;;0;;0,032134595
20190103:2310;0;0;0;0;0;0;;0;;0,032134595
20190104:0010;0;0;0;0;0;0;;0;;0,032134595
20190104:0110;0;0;0;0;0;0;;0;;0,032134595
20190104:0210;0;0;0;0;0;0;;0;;0,032134595
20190104:0310;0;0;0;0;0;0;;0;;0,032134595
20190104:0410;0;0;0;0;0;0;;0;;0,032134595
20190104:0510;0;0;0;0;0;0;;0;;0,032134595
20190104:0610;0;0;0;0;0;0;;0;;0,032134595
20190104:0710;40010;60,48;5,87;0;0;0;;0,04001;;0,01939091
20190104:0810;23850;40,64;13,91;0;0;0;;0,02385;;0,024152656
20190104:0910;110890;139,86;20,14;0;0;0;;0,11089;;0,004674628
20190104:1010;117060;146,86;24,03;0;0;0;;0,11706;;0,003868995
20190104:1110;122780;153,21;25,13;0;0;0;;0,12278;;0,003190131
20190104:1210;35250;54,5;23,3;0;0;0;;0,03525;;0,02073924
20190104:1310;38360;58,19;18,78;0;0;0;;0,03836;;0,019853162
20190104:1410;18730;34,18;12,04;0;0;0;;0,01873;;0,025770282
20190104:1510;20;5,54;3,63;0;0;0;;0,00002;;0,032127425
20190104:1610;0;0;0;0;0;0;;0;;0,032134595
20190104:1710;0;0;0;0;0;0;;0;;0,032134595
20190104:1810;0;0;0;0;0;0;;0;;0,032134595
20190104:1910;0;0;0;0;0;0;;0;;0,032134595
20190104:2010;0;0;0;0;0;0;;0;;0,032134595
20190104:2110;0;0;0;0;0;0;;0;;0,032134595
20190104:2210;0;0;0;0;0;0;;0;;0,032134595
20190104:2310;0;0;0;0;0;0;;0;;0,032134595
20190105:0010;0;0;0;0;0;0;;0;;0,032134595
20190105:0110;0;0;0;0;0;0;;0;;0,032134595
20190105:0210;0;0;0;0;0;0;;0;;0,032134595
20190105:0310;0;0;0;0;0;0;;0;;0,032134595
20190105:0410;0;0;0;0;0;0;;0;;0,032134595
20190105:0510;0;0;0;0;0;0;;0;;0,032134595
20190105:0610;0;0;0;0;0;0;;0;;0,032134595
20190105:0710;163880;201,42;5,89;0;0;0;;0,16388;;0,000236583
20190105:0810;348010;403,24;13,95;0;0;0;;0,34801;;0,028476141
20190105:0910;516640;604,18;20,21;0;0;0;;0,51664;;0,113824422
20190105:1010;261010;304,7;24,12;0;0;0;;0,26101;;0,006682858
20190105:1110;31390;49,88;25,24;0;0;0;;0,03139;;0,021865906
20190105:1210;113770;143,21;23,43;0;0;0;;0,11377;;0,004289104
20190105:1310;82790;108,79;18,92;0;0;0;;0,08279;;0,009306702
20190105:1410;132160;162,58;12,18;0;0;0;;0,13216;;0,002218528
20190105:1510;27120;45,62;3,78;0;0;0;;0,02712;;0,02314696
20190105:1610;0;0;0;0;0;0;;0;;0,032134595
20190105:1710;0;0;0;0;0;0;;0;;0,032134595
20190105:1810;0;0;0;0;0;0;;0;;0,032134595
20190105:1910;0;0;0;0;0;0;;0;;0,032134595
20190105:2010;0;0;0;0;0;0;;0;;0,032134595
20190105:2110;0;0;0;0;0;0;;0;;0,032134595
20190105:2210;0;0;0;0;0;0;;0;;0,032134595
20190105:2310;0;0;0;0;0;0;;0;;0,032134595
20190106:0010;0;0;0;0;0;0;;0;;0,032134595
20190106:0110;0;0;0;0;0;0;;0;;0,032134595
20190106:0210;0;0;0;0;0;0;;0;;0,032134595
20190106:0310;0;0;0;0;0;0;;0;;0,032134595
20190106:0410;0;0;0;0;0;0;;0;;0,032134595
20190106:0510;0;0;0;0;0;0;;0;;0,032134595
20190106:0610;0;0;0;0;0;0;;0;;0,032134595
20190106:0710;49410;71,59;5,92;0;0;0;;0,04941;;0,016861347
20190106:0810;95860;122,88;13,99;0;0;0;;0,09586;;0,006955768
20190106:0910;45460;66,51;20,28;0;0;0;;0,04546;;0,017902774
20190106:1010;209050;247,36;24,22;0;0;0;;0,20905;;0,00088737
20190106:1110;19450;35,1;25,36;0;0;0;;0,01945;;0,025539635
20190106:1210;213450;252,07;23,57;0;0;0;;0,21345;;0,001168871
20190106:1310;488800;569,63;19,06;0;0;0;;0,4888;;0,095814238
20190106:1410;160170;193,18;12,33;0;0;0;;0,16017;;0,000364476
20190106:1510;110800;144,58;3,93;0;0;0;;0,1108;;0,004686943
20190106:1610;0;0;0;0;0;0;;0;;0,032134595
20190106:1710;0;0;0;0;0;0;;0;;0,032134595
20190106:1810;0;0;0;0;0;0;;0;;0,032134595
20190106:1910;0;0;0;0;0;0;;0;;0,032134595
20190106:2010;0;0;0;0;0;0;;0;;0,032134595
20190106:2110;0;0;0;0;0;0;;0;;0,032134595
20190106:2210;0;0;0;0;0;0;;0;;0,032134595
20190106:2310;0;0;0;0;0;0;;0;;0,032134595
20190107:0010;0;0;0;0;0;0;;0;;0,032134595
20190107:0110;0;0;0;0;0;0;;0;;0,032134595
20190107:0210;0;0;0;0;0;0;;0;;0,032134595
20190107:0310;0;0;0;0;0;0;;0;;0,032134595
20190107:0410;0;0;0;0;0;0;;0;;0,032134595
20190107:0510;0;0;0;0;0;0;;0;;0,032134595
20190107:0610;0;0;0;0;0;0;;0;;0,032134595
20190107:0710;30170;48,61;5,95;0;0;0;;0,03017;;0,0222282
20190107:0810;97460;124,67;14,05;0;0;0;;0,09746;;0,006691444
20190107:0910;463950;539,53;20,35;0;0;0;;0,46395;;0,081047685
20190107:1010;337100;390,63;24,32;0;0;0;;0,3371;;0,024913071
20190107:1110;715630;867,39;25,49;0;0;0;;0,71563;;0,287691437
20190107:1210;472120;549,89;23,71;0;0;0;;0,47212;;0,085766248
20190107:1310;26090;43,41;19,21;0;0;0;;0,02609;;0,023461431
20190107:1410;7860;19,4;12,49;0;0;0;;0,00786;;0,029378388
20190107:1510;145140;184,1;4,09;0;0;0;;0,14514;;0,00116426
20190107:1610;0;0;0;0;0;0;;0;;0,032134595
20190107:1710;0;0;0;0;0;0;;0;;0,032134595
20190107:1810;0;0;0;0;0;0;;0;;0,032134595
20190107:1910;0;0;0;0;0;0;;0;;0,032134595
20190107:2010;0;0;0;0;0;0;;0;;0,032134595
20190107:2110;0;0;0;0;0;0;;0;;0,032134595
20190107:2210;0;0;0;0;0;0;;0;;0,032134595
20190107:2310;0;0;0;0;0;0;;0;;0,032134595
20190108:0010;0;0;0;0;0;0;;0;;0,032134595
20190108:0110;0;0;0;0;0;0;;0;;0,032134595
20190108:0210;0;0;0;0;0;0;;0;;0,032134595
20190108:0310;0;0;0;0;0;0;;0;;0,032134595
20190108:0410;0;0;0;0;0;0;;0;;0,032134595
20190108:0510;0;0;0;0;0;0;;0;;0,032134595
20190108:0610;0;0;0;0;0;0;;0;;0,032134595
20190108:0710;190300;231,58;5,99;0;0;0;;0,1903;;0,000121854
20190108:0810;426440;495,71;14,11;0;0;0;;0,42644;;0,061097335
20190108:0910;566860;667,57;20,44;0;0;0;;0,56686;;0,150232792
20190108:1010;489840;571,63;24,43;0;0;0;;0,48984;;0,096459161
20190108:1110;354250;410,56;25,62;0;0;0;;0,35425;;0,030621063
20190108:1210;167660;202,09;23,86;0;0;0;;0,16766;;0,000134589
20190108:1310;76990;102,36;19,37;0;0;0;;0,07699;;0,010459408
20190108:1410;76340;101,32;12,65;0;0;0;;0,07634;;0,010592783
20190108:1510;48200;71,25;4,25;0;0;0;;0,0482;;0,017177051
20190108:1610;0;0;0;0;0;0;;0;;0,032134595
20190108:1710;0;0;0;0;0;0;;0;;0,032134595
20190108:1810;0;0;0;0;0;0;;0;;0,032134595
20190108:1910;0;0;0;0;0;0;;0;;0,032134595
20190108:2010;0;0;0;0;0;0;;0;;0,032134595
20190108:2110;0;0;0;0;0;0;;0;;0,032134595
20190108:2210;0;0;0;0;0;0;;0;;0,032134595
20190108:2310;0;0;0;0;0;0;;0;;0,032134595
20190109:0010;0;0;0;0;0;0;;0;;0,032134595
20190109:0110;0;0;0;0;0;0;;0;;0,032134595
20190109:0210;0;0;0;0;0;0;;0;;0,032134595
20190109:0310;0;0;0;0;0;0;;0;;0,032134595
20190109:0410;0;0;0;0;0;0;;0;;0,032134595
20190109:0510;0;0;0;0;0;0;;0;;0,032134595
20190109:0610;0;0;0;0;0;0;;0;;0,032134595
20190109:0710;780;7,39;6,04;0;0;0;;0,00078;;0,031855556
20190109:0810;96250;123,33;14,18;0;0;0;;0,09625;;0,006890867
20190109:0910;145430;177,48;20,53;0;0;0;;0,14543;;0,001144553
20190109:1010;175990;211,23;24,55;0;0;0;;0,17599;;1,07011E-05
20190109:1110;32160;50,8;25,76;0;0;0;;0,03216;;0,021638777
20190109:1210;156240;189,63;24,02;0;0;0;;0,15624;;0,000529978
20190109:1310;27590;45,26;19,54;0;0;0;;0,02759;;0,023004168
20190109:1410;14490;28,64;12,82;0;0;0;;0,01449;;0,027149564
20190109:1510;20;5,54;4,41;0;0;0;;0,00002;;0,032127425
20190109:1610;0;0;0;0;0;0;;0;;0,032134595
20190109:1710;0;0;0;0;0;0;;0;;0,032134595
20190109:1810;0;0;0;0;0;0;;0;;0,032134595
20190109:1910;0;0;0;0;0;0;;0;;0,032134595
20190109:2010;0;0;0;0;0;0;;0;;0,032134595
20190109:2110;0;0;0;0;0;0;;0;;0,032134595
20190109:2210;0;0;0;0;0;0;;0;;0,032134595
20190109:2310;0;0;0;0;0;0;;0;;0,032134595
20190110:0010;0;0;0;0;0;0;;0;;0,032134595
20190110:0110;0;0;0;0;0;0;;0;;0,032134595
20190110:0210;0;0;0;0;0;0;;0;;0,032134595
20190110:0310;0;0;0;0;0;0;;0;;0,032134595
20190110:0410;0;0;0;0;0;0;;0;;0,032134595
20190110:0510;0;0;0;0;0;0;;0;;0,032134595
20190110:0610;0;0;0;0;0;0;;0;;0,032134595
20190110:0710;30580;49,11;6,09;0;0;0;;0,03058;;0,022106114
20190110:0810;169970;203,82;14,25;0;0;0;;0,16997;;8,63273E-05
20190110:0910;503270;587,73;20,63;0;0;0;;0,50327;;0,104981671
20190110:1010;607200;720,68;24,67;0;0;0;;0,6072;;0,183131575
20190110:1110;543590;639,12;25,91;0;0;0;;0,54359;;0,132735439
20190110:1210;311010;360,88;24,18;0;0;0;;0,31101;;0,017357733
20190110:1310;225610;264,98;19,71;0;0;0;;0,22561;;0,002148207
20190110:1410;239560;280,73;12,99;0;0;0;;0,23956;;0,003635939
20190110:1510;95130;125,82;4,58;0;0;0;;0,09513;;0,007078067
20190110:1610;0;0;0;0;0;0;;0;;0,032134595
20190110:1710;0;0;0;0;0;0;;0;;0,032134595
20190110:1810;0;0;0;0;0;0;;0;;0,032134595
20190110:1910;0;0;0;0;0;0;;0;;0,032134595
20190110:2010;0;0;0;0;0;0;;0;;0,032134595
20190110:2110;0;0;0;0;0;0;;0;;0,032134595
20190110:2210;0;0;0;0;0;0;;0;;0,032134595
20190110:2310;0;0;0;0;0;0;;0;;0,032134595
20190111:0010;0;0;0;0;0;0;;0;;0,032134595
20190111:0110;0;0;0;0;0;0;;0;;0,032134595
20190111:0210;0;0;0;0;0;0;;0;;0,032134595
20190111:0310;0;0;0;0;0;0;;0;;0,032134595
20190111:0410;0;0;0;0;0;0;;0;;0,032134595
20190111:0510;0;0;0;0;0;0;;0;;0,032134595
20190111:0610;0;0;0;0;0;0;;0;;0,032134595
20190111:0710;30420;48,92;6,15;0;0;0;;0,03042;;0,022153717
20190111:0810;7240;18,47;14,33;0;0;0;;0,00724;;0,02959131
20190111:0910;34470;53,58;20,74;0;0;0;;0,03447;;0,020964506
20190111:1010;28350;46,19;24,8;0;0;0;;0,02835;;0,022774205
20190111:1110;235100;276,36;26,06;0;0;0;;0,2351;;0,003117966
20190111:1210;18020;33,25;24,35;0;0;0;;0,01802;;0,02599874
20190111:1310;232140;272,15;19,88;0;0;0;;0,23214;;0,002796162
20190111:1410;138770;169,83;13,17;0;0;0;;0,13877;;0,001639541
20190111:1510;53000;76,68;4,76;0;0;0;;0,053;;0,015941903
20190111:1610;0;0;0;0;0;0;;0;;0,032134595
20190111:1710;0;0;0;0;0;0;;0;;0,032134595
20190111:1810;0;0;0;0;0;0;;0;;0,032134595
20190111:1910;0;0;0;0;0;0;;0;;0,032134595
20190111:2010;0;0;0;0;0;0;;0;;0,032134595
20190111:2110;0;0;0;0;0;0;;0;;0,032134595
20190111:2210;0;0;0;0;0;0;;0;;0,032134595
20190111:2310;0;0;0;0;0;0;;0;;0,032134595
20190112:0010;0;0;0;0;0;0;;0;;0,032134595
20190112:0110;0;0;0;0;0;0;;0;;0,032134595
20190112:0210;0;0;0;0;0;0;;0;;0,032134595
20190112:0310;0;0;0;0;0;0;;0;;0,032134595
20190112:0410;0;0;0;0;0;0;;0;;0,032134595
20190112:0510;0;0;0;0;0;0;;0;;0,032134595
20190112:0610;0;0;0;0;0;0;;0;;0,032134595
20190112:0710;39980;60,47;6,22;0;0;0;;0,03998;;0,019399266
20190112:0810;308040;357,46;14,42;0;0;0;;0,30804;;0,016583967
20190112:0910;370610;428,76;20,85;0;0;0;;0,37061;;0,036614345
20190112:1010;637900;761,22;24,94;0;0;0;;0,6379;;0,210349504
20190112:1110;707010;855,47;26,22;0;0;0;;0,70701;;0,278518744
20190112:1210;699550;844,33;24,52;0;0;0;;0,69955;;0,270700385
20190112:1310;559440;658,14;20,06;0;0;0;;0,55944;;0,144535883
20190112:1410;263340;307,29;13,35;0;0;0;;0,26334;;0,007069236
20190112:1510;151680;190,39;4,94;0;0;0;;0,15168;;0,000760725
20190112:1610;0;0;0;0;0;0;;0;;0,032134595
20190112:1710;0;0;0;0;0;0;;0;;0,032134595
20190112:1810;0;0;0;0;0;0;;0;;0,032134595
20190112:1910;0;0;0;0;0;0;;0;;0,032134595
20190112:2010;0;0;0;0;0;0;;0;;0,032134595
20190112:2110;0;0;0;0;0;0;;0;;0,032134595
20190112:2210;0;0;0;0;0;0;;0;;0,032134595
20190112:2310;0;0;0;0;0;0;;0;;0,032134595
20190113:0010;0;0;0;0;0;0;;0;;0,032134595
20190113:0110;0;0;0;0;0;0;;0;;0,032134595
20190113:0210;0;0;0;0;0;0;;0;;0,032134595
20190113:0310;0;0;0;0;0;0;;0;;0,032134595
20190113:0410;0;0;0;0;0;0;;0;;0,032134595
20190113:0510;0;0;0;0;0;0;;0;;0,032134595
20190113:0610;0;0;0;0;0;0;;0;;0,032134595
20190113:0710;17250;32,34;6,29;0;0;0;;0,01725;;0,026247645
20190113:0810;74760;99,68;14,52;0;0;0;;0,07476;;0,010920511
20190113:0910;125130;155,44;20,97;0;0;0;;0,12513;;0,002930192
20190113:1010;55060;77,59;25,09;0;0;0;;0,05506;;0,01542595
20190113:1110;79540;105,3;26,39;0;0;0;;0,07954;;0,009944327
20190113:1210;509460;595,85;24,7;0;0;0;;0,50946;;0,109031215
20190113:1310;119490;149,18;20,25;0;0;0;;0,11949;;0,003572602
20190113:1410;129260;159,43;13,54;0;0;0;;0,12926;;0,002500125
20190113:1510;43600;65,33;5,12;0;0;0;;0,0436;;0,018403974
20190113:1610;0;0;0;0;0;0;;0;;0,032134595
20190113:1710;0;0;0;0;0;0;;0;;0,032134595
20190113:1810;0;0;0;0;0;0;;0;;0,032134595
20190113:1910;0;0;0;0;0;0;;0;;0,032134595
20190113:2010;0;0;0;0;0;0;;0;;0,032134595
20190113:2110;0;0;0;0;0;0;;0;;0,032134595
20190113:2210;0;0;0;0;0;0;;0;;0,032134595
20190113:2310;0;0;0;0;0;0;;0;;0,032134595
20190114:0010;0;0;0;0;0;0;;0;;0,032134595
20190114:0110;0;0;0;0;0;0;;0;;0,032134595
20190114:0210;0;0;0;0;0;0;;0;;0,032134595
20190114:0310;0;0;0;0;0;0;;0;;0,032134595
20190114:0410;0;0;0;0;0;0;;0;;0,032134595
20190114:0510;0;0;0;0;0;0;;0;;0,032134595
20190114:0610;0;0;0;0;0;0;;0;;0,032134595
20190114:0710;11100;24,02;6,37;0;0;0;;0,0111;;0,028278206
20190114:0810;71320;95,81;14,62;0;0;0;;0,07132;;0,011651313
20190114:0910;26090;43,41;21,1;0;0;0;;0,02609;;0,023461431
20190114:1010;292000;339,52;25,24;0;0;0;;0,292;;0,012710026
20190114:1110;82840;109;26,57;0;0;0;;0,08284;;0,009297057
20190114:1210;99070;127,03;24,89;0;0;0;;0,09907;;0,006430636
20190114:1310;13120;26,79;20,45;0;0;0;;0,01312;;0,027602915
20190114:1410;63150;86,64;13,73;0;0;0;;0,06315;;0,013481822
20190114:1510;167400;208,09;5,31;0;0;0;;0,1674;;0,000140689
20190114:1610;0;0;0;0;0;0;;0;;0,032134595
20190114:1710;0;0;0;0;0;0;;0;;0,032134595
20190114:1810;0;0;0;0;0;0;;0;;0,032134595
20190114:1910;0;0;0;0;0;0;;0;;0,032134595
20190114:2010;0;0;0;0;0;0;;0;;0,032134595
20190114:2110;0;0;0;0;0;0;;0;;0,032134595
20190114:2210;0;0;0;0;0;0;;0;;0,032134595
20190114:2310;0;0;0;0;0;0;;0;;0,032134595
20190115:0010;0;0;0;0;0;0;;0;;0,032134595
20190115:0110;0;0;0;0;0;0;;0;;0,032134595
20190115:0210;0;0;0;0;0;0;;0;;0,032134595
20190115:0310;0;0;0;0;0;0;;0;;0,032134595
20190115:0410;0;0;0;0;0;0;;0;;0,032134595
20190115:0510;0;0;0;0;0;0;;0;;0,032134595
20190115:0610;0;0;0;0;0;0;;0;;0,032134595
20190115:0710;243030;292,57;6,46;0;0;0;;0,24303;;0,004066454
20190115:0810;477520;557,91;14,73;0;0;0;;0,47752;;0,088958283
20190115:0910;650570;777,16;21,23;0;0;0;;0,65057;;0,222131939
20190115:1010;724980;880,3;25,4;0;0;0;;0,72498;;0,297808955
20190115:1110;756380;925,35;26,75;0;0;0;;0,75638;;0,333066053
20190115:1210;733420;891,87;25,09;0;0;0;;0,73342;;0,307091921
20190115:1310;634320;755,43;20,64;0;0;0;;0,63432;;0,207078467
20190115:1410;471110;550,63;13,92;0;0;0;;0,47111;;0,085175694
20190115:1510;202460;248,25;5,5;0;0;0;;0,20246;;0,000538182
20190115:1610;0;0;0;0;0;0;;0;;0,032134595
20190115:1710;0;0;0;0;0;0;;0;;0,032134595
20190115:1810;0;0;0;0;0;0;;0;;0,032134595
20190115:1910;0;0;0;0;0;0;;0;;0,032134595
20190115:2010;0;0;0;0;0;0;;0;;0,032134595
20190115:2110;0;0;0;0;0;0;;0;;0,032134595
20190115:2210;0;0;0;0;0;0;;0;;0,032134595
20190115:2310;0;0;0;0;0;0;;0;;0,032134595
20190116:0010;0;0;0;0;0;0;;0;;0,032134595
20190116:0110;0;0;0;0;0;0;;0;;0,032134595
20190116:0210;0;0;0;0;0;0;;0;;0,032134595
20190116:0310;0;0;0;0;0;0;;0;;0,032134595
20190116:0410;0;0;0;0;0;0;;0;;0,032134595
20190116:0510;0;0;0;0;0;0;;0;;0,032134595
20190116:0610;0;0;0;0;0;0;;0;;0,032134595
20190116:0710;217670;263,2;6,55;0;0;0;;0,21767;;0,001475232
20190116:0810;393170;456,21;14,84;0;0;0;;0,39317;;0,045756954
20190116:0910;607620;720,27;21,37;0;0;0;;0,60762;;0,18349122
20190116:1010;707520;855,62;25,57;0;0;0;;0,70752;;0,279057308
20190116:1110;739340;900,76;26,93;0;0;0;;0,73934;;0,313688207
20190116:1210;709870;858,6;25,29;0;0;0;;0,70987;;0,281545647
20190116:1310;614170;728,69;20,85;0;0;0;;0,61417;;0,189145622
20190116:1410;449360;523,91;14,12;0;0;0;;0,44936;;0,072953335
20190116:1510;178860;220,74;5,69;0;0;0;;0,17886;;1,61001E-07
20190116:1610;0;0;0;0;0;0;;0;;0,032134595
20190116:1710;0;0;0;0;0;0;;0;;0,032134595
20190116:1810;0;0;0;0;0;0;;0;;0,032134595
20190116:1910;0;0;0;0;0;0;;0;;0,032134595
20190116:2010;0;0;0;0;0;0;;0;;0,032134595
20190116:2110;0;0;0;0;0;0;;0;;0,032134595
20190116:2210;0;0;0;0;0;0;;0;;0,032134595
20190116:2310;0;0;0;0;0;0;;0;;0,032134595
20190117:0010;0;0;0;0;0;0;;0;;0,032134595
20190117:0110;0;0;0;0;0;0;;0;;0,032134595
20190117:0210;0;0;0;0;0;0;;0;;0,032134595
20190117:0310;0;0;0;0;0;0;;0;;0,032134595
20190117:0410;0;0;0;0;0;0;;0;;0,032134595
20190117:0510;0;0;0;0;0;0;;0;;0,032134595
20190117:0610;0;0;0;0;0;0;;0;;0,032134595
20190117:0710;237030;285,67;6,65;0;0;0;;0,23703;;0,003337229
20190117:0810;464950;542,35;14,96;0;0;0;;0,46495;;0,081618063
20190117:0910;629600;749,11;21,52;0;0;0;;0,6296;;0,202804991
20190117:1010;702940;849,3;25,74;0;0;0;;0,70294;;0,274239434
20190117:1110;740890;902,92;27,13;0;0;0;;0,74089;;0,315426854
20190117:1210;707700;855,74;25,49;0;0;0;;0,7077;;0,279247514
20190117:1310;576470;680,02;21,06;0;0;0;;0,57647;;0,157774792
20190117:1410;437300;509,33;14,33;0;0;0;;0,4373;;0,066583997
20190117:1510;129600;163,98;5,89;0;0;0;;0,1296;;0,00246624
20190117:1610;0;0;0;0;0;0;;0;;0,032134595
20190117:1710;0;0;0;0;0;0;;0;;0,032134595
20190117:1810;0;0;0;0;0;0;;0;;0,032134595
20190117:1910;0;0;0;0;0;0;;0;;0,032134595
20190117:2010;0;0;0;0;0;0;;0;;0,032134595
20190117:2110;0;0;0;0;0;0;;0;;0,032134595
20190117:2210;0;0;0;0;0;0;;0;;0,032134595
20190117:2310;0;0;0;0;0;0;;0;;0,032134595
20190118:0010;0;0;0;0;0;0;;0;;0,032134595
20190118:0110;0;0;0;0;0;0;;0;;0,032134595
20190118:0210;0;0;0;0;0;0;;0;;0,032134595
20190118:0310;0;0;0;0;0;0;;0;;0,032134595
20190118:0410;0;0;0;0;0;0;;0;;0,032134595
20190118:0510;0;0;0;0;0;0;;0;;0,032134595
20190118:0610;0;0;0;0;0;0;;0;;0,032134595
20190118:0710;116990;148,72;6,75;0;0;0;;0,11699;;0,003877708
20190118:0810;381910;442,96;15,09;0;0;0;;0,38191;;0,041066516
20190118:0910;315430;365,53;21,68;0;0;0;;0,31543;;0,018541929
20190118:1010;318410;369,57;25,92;0;0;0;;0,31841;;0,019362375
20190118:1110;726310;882,39;27,33;0;0;0;;0,72631;;0,299262336
20190118:1210;677100;813,72;25,71;0;0;0;;0,6771;;0,247843422
20190118:1310;416800;483,02;21,27;0;0;0;;0,4168;;0,056424658
20190118:1410;205630;243,07;14,54;0;0;0;;0,20563;;0,000695311
20190118:1510;179600;220,95;6,09;0;0;0;;0,1796;;1,14752E-07
20190118:1610;0;0;0;0;0;0;;0;;0,032134595
